date_from,date_to,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
12/08/2020,18/08/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,125,109556,135237380,50653282,9808756,16909829,388,698
12/08/2020,18/08/2020,Baros,Male,Stonewall,Cremont,1558,251581,191483047,185615978,5812722,2480954,80,49
12/08/2020,18/08/2020,Baros,Maafushi,Stonewall,Portico,1558,251581,92170724,57676543,8804985,10758102,163,13
12/08/2020,18/08/2020,Baros,Naifaru,Stonewall,Metromic,1558,251581,198991083,191331480,8042319,11416850,256,562
12/08/2020,18/08/2020,Baros,Baros,Stonewall,Stonewall,1558,251581,192693505,39649022,7589264,16285803,257,1
12/08/2020,18/08/2020,Baros,Fuvahmulah,Stonewall,Seabrook,1558,251581,16259592,107411128,1069860,7893957,383,230
12/08/2020,18/08/2020,Fuvahmulah,Male,Seabrook,Cremont,1408,73864,73561348,113494572,17545374,7112669,422,113
12/08/2020,18/08/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1408,73864,115133197,61942273,13910063,6494824,35,326
12/08/2020,18/08/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1408,73864,184469195,148118250,5729295,3957698,182,310
12/08/2020,18/08/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1408,73864,231224899,40442983,8048449,5141079,137,293
12/08/2020,18/08/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1408,73864,27395927,1619117,15356599,3248928,148,272
19/08/2020,25/08/2020,Male,Male,Cremont,Cremont,369,431759,145121924,32103424,3502636,4775789,448,835
19/08/2020,25/08/2020,Male,Maafushi,Cremont,Portico,369,431759,75114053,38041965,8172532,16037585,350,34
19/08/2020,25/08/2020,Male,Naifaru,Cremont,Metromic,369,431759,125587686,174482693,17801908,11618654,432,250
19/08/2020,25/08/2020,Male,Baros,Cremont,Stonewall,369,431759,120298050,155301407,12444662,13463801,434,832
19/08/2020,25/08/2020,Male,Fuvahmulah,Cremont,Seabrook,369,431759,154049549,146871371,5571169,9782526,359,435
19/08/2020,25/08/2020,Maafushi,Male,Portico,Cremont,987,389839,170113821,146984189,4695252,12560096,426,305
19/08/2020,25/08/2020,Maafushi,Maafushi,Portico,Portico,987,389839,185150764,38811212,10171083,3625210,104,318
19/08/2020,25/08/2020,Maafushi,Naifaru,Portico,Metromic,987,389839,227785761,202439594,13166057,9943643,437,439
19/08/2020,25/08/2020,Maafushi,Baros,Portico,Stonewall,987,389839,136363542,91148585,10410040,5345197,102,773
19/08/2020,25/08/2020,Maafushi,Fuvahmulah,Portico,Seabrook,987,389839,59490694,211597968,12906571,124449,436,668
19/08/2020,25/08/2020,Naifaru,Male,Metromic,Cremont,788,211776,112269105,193387726,1165523,9289949,1,309
19/08/2020,25/08/2020,Naifaru,Maafushi,Metromic,Portico,788,211776,31774989,57051983,9601997,12994503,137,340
19/08/2020,25/08/2020,Naifaru,Naifaru,Metromic,Metromic,788,211776,113588106,214827435,8099149,5857272,336,202
19/08/2020,25/08/2020,Naifaru,Baros,Metromic,Stonewall,788,211776,60117225,160006921,15641730,6208958,332,21
19/08/2020,25/08/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,788,211776,170807194,150582217,8417211,17841980,380,27
19/08/2020,25/08/2020,Baros,Male,Stonewall,Cremont,462,117882,11102235,245554552,8634264,16845858,129,113
19/08/2020,25/08/2020,Baros,Maafushi,Stonewall,Portico,462,117882,67112848,196307230,15480343,2614625,201,709
19/08/2020,25/08/2020,Baros,Naifaru,Stonewall,Metromic,462,117882,169679498,115755236,10799646,2799145,245,148
19/08/2020,25/08/2020,Baros,Baros,Stonewall,Stonewall,462,117882,180560352,120356062,14702559,17867098,442,637
19/08/2020,25/08/2020,Baros,Fuvahmulah,Stonewall,Seabrook,462,117882,20819210,83565745,4292556,14883611,216,592
19/08/2020,25/08/2020,Fuvahmulah,Male,Seabrook,Cremont,1257,446729,706272,185461877,2821285,11574803,382,342
19/08/2020,25/08/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1257,446729,170324685,82425058,16980727,7753447,282,418
19/08/2020,25/08/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1257,446729,138919364,196410545,5578429,12210707,174,273
19/08/2020,25/08/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1257,446729,137948690,188513639,12453378,12125934,18,715
19/08/2020,25/08/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1257,446729,134892407,182593433,14602968,14490680,469,794
26/08/2020,01/09/2020,Male,Male,Cremont,Cremont,674,84898,118590233,30722804,662144,4461219,364,466
26/08/2020,01/09/2020,Male,Maafushi,Cremont,Portico,674,84898,153084892,83050595,15243963,14956506,33,744
26/08/2020,01/09/2020,Male,Naifaru,Cremont,Metromic,674,84898,65199255,172931075,1541450,15284792,251,280
26/08/2020,01/09/2020,Male,Baros,Cremont,Stonewall,674,84898,79240338,20958456,2058373,5274489,62,240
26/08/2020,01/09/2020,Male,Fuvahmulah,Cremont,Seabrook,674,84898,154885065,39992679,13696479,10811840,413,322
26/08/2020,01/09/2020,Maafushi,Male,Portico,Cremont,686,165197,66729980,188008119,10048587,15715776,435,621
26/08/2020,01/09/2020,Maafushi,Maafushi,Portico,Portico,686,165197,230183613,141394413,17400735,16843876,391,731
26/08/2020,01/09/2020,Maafushi,Naifaru,Portico,Metromic,686,165197,70267411,241798161,11968158,10783753,477,275
26/08/2020,01/09/2020,Maafushi,Baros,Portico,Stonewall,686,165197,51512430,233219074,8641519,19166561,280,783
26/08/2020,01/09/2020,Maafushi,Fuvahmulah,Portico,Seabrook,686,165197,214069474,42693460,10434459,493966,376,389
26/08/2020,01/09/2020,Naifaru,Male,Metromic,Cremont,1516,353564,24217649,50393440,15874806,11719121,263,867
26/08/2020,01/09/2020,Naifaru,Maafushi,Metromic,Portico,1516,353564,87856996,144151111,9113080,9208604,198,800
26/08/2020,01/09/2020,Naifaru,Naifaru,Metromic,Metromic,1516,353564,246318906,35408042,932929,496248,157,494
26/08/2020,01/09/2020,Naifaru,Baros,Metromic,Stonewall,1516,353564,170951088,148069256,8335078,13352049,336,47
26/08/2020,01/09/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1516,353564,44825834,110878731,3681176,5116622,130,505
26/08/2020,01/09/2020,Baros,Male,Stonewall,Cremont,180,93944,200382680,181397703,15392714,17213512,35,710
26/08/2020,01/09/2020,Baros,Maafushi,Stonewall,Portico,180,93944,54510356,238621292,3975485,1225357,476,87
26/08/2020,01/09/2020,Baros,Naifaru,Stonewall,Metromic,180,93944,198303593,106595238,1969016,9720208,270,852
26/08/2020,01/09/2020,Baros,Baros,Stonewall,Stonewall,180,93944,101636557,93146976,1116720,13000229,122,334
26/08/2020,01/09/2020,Baros,Fuvahmulah,Stonewall,Seabrook,180,93944,153240463,676425,16664756,2467857,458,328
26/08/2020,01/09/2020,Fuvahmulah,Male,Seabrook,Cremont,592,395532,192705568,83809246,12091847,16989649,49,849
26/08/2020,01/09/2020,Fuvahmulah,Maafushi,Seabrook,Portico,592,395532,103196587,173509019,2665359,11455271,323,166
26/08/2020,01/09/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,592,395532,174270616,232170530,16342159,11887901,0,344
26/08/2020,01/09/2020,Fuvahmulah,Baros,Seabrook,Stonewall,592,395532,8960625,182012995,12498398,13441251,237,503
26/08/2020,01/09/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,592,395532,74664609,160160934,12568280,6040232,194,479
02/09/2020,08/09/2020,Male,Male,Cremont,Cremont,194,64139,23136505,158139227,12779414,19810495,278,374
02/09/2020,08/09/2020,Male,Maafushi,Cremont,Portico,194,64139,104398632,9840220,5778735,8237837,140,586
02/09/2020,08/09/2020,Male,Naifaru,Cremont,Metromic,194,64139,14766565,166640799,9559514,11431354,97,243
02/09/2020,08/09/2020,Male,Baros,Cremont,Stonewall,194,64139,115889814,201449616,4640670,9566502,32,424
02/09/2020,08/09/2020,Male,Fuvahmulah,Cremont,Seabrook,194,64139,179902130,151774542,756351,3557282,439,121
02/09/2020,08/09/2020,Maafushi,Male,Portico,Cremont,184,170186,200173605,123410293,8361491,1384819,483,820
02/09/2020,08/09/2020,Maafushi,Maafushi,Portico,Portico,184,170186,3225895,116523280,14099402,132776,155,877
02/09/2020,08/09/2020,Maafushi,Naifaru,Portico,Metromic,184,170186,170865001,121598194,16630500,15651019,36,575
02/09/2020,08/09/2020,Maafushi,Baros,Portico,Stonewall,184,170186,102295340,130509171,6976515,3634918,288,825
02/09/2020,08/09/2020,Maafushi,Fuvahmulah,Portico,Seabrook,184,170186,32956330,140133787,8064846,12519629,257,34
02/09/2020,08/09/2020,Naifaru,Male,Metromic,Cremont,1481,136948,134209984,186508136,3077495,8632415,379,542
02/09/2020,08/09/2020,Naifaru,Maafushi,Metromic,Portico,1481,136948,103595617,555723,19052152,17425687,493,703
02/09/2020,08/09/2020,Naifaru,Naifaru,Metromic,Metromic,1481,136948,177246114,215286849,8080307,470610,40,237
02/09/2020,08/09/2020,Naifaru,Baros,Metromic,Stonewall,1481,136948,220948164,213469171,18388596,47880,207,146
02/09/2020,08/09/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1481,136948,123465717,103644256,13682942,4381061,164,82
02/09/2020,08/09/2020,Baros,Male,Stonewall,Cremont,713,265099,56426308,103577260,3459629,14314095,430,166
02/09/2020,08/09/2020,Baros,Maafushi,Stonewall,Portico,713,265099,244194297,54453509,11919834,8954884,303,848
02/09/2020,08/09/2020,Baros,Naifaru,Stonewall,Metromic,713,265099,113206929,155874130,13092808,5358763,150,261
02/09/2020,08/09/2020,Baros,Baros,Stonewall,Stonewall,713,265099,17453268,140939696,14905926,13823463,330,746
02/09/2020,08/09/2020,Baros,Fuvahmulah,Stonewall,Seabrook,713,265099,85285225,65907978,1477999,10866762,499,831
02/09/2020,08/09/2020,Fuvahmulah,Male,Seabrook,Cremont,1062,220077,94163919,148994528,19467348,18722510,140,821
02/09/2020,08/09/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1062,220077,113511316,30629444,10828067,19113105,222,718
02/09/2020,08/09/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1062,220077,193961535,190951236,11216576,12512234,327,704
02/09/2020,08/09/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1062,220077,25125896,169987385,1605305,2024233,72,558
02/09/2020,08/09/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1062,220077,126710224,114692217,2415052,8976871,232,895
09/09/2020,15/09/2020,Male,Male,Cremont,Cremont,14,416438,138671190,34108680,19700088,3083325,116,588
09/09/2020,15/09/2020,Male,Maafushi,Cremont,Portico,14,416438,162669728,1930109,5942467,13020298,377,160
09/09/2020,15/09/2020,Male,Naifaru,Cremont,Metromic,14,416438,33420628,146457320,1901433,8242273,159,156
09/09/2020,15/09/2020,Male,Baros,Cremont,Stonewall,14,416438,184540559,82277307,19858680,10189489,425,661
09/09/2020,15/09/2020,Male,Fuvahmulah,Cremont,Seabrook,14,416438,61404269,123054162,2701355,19974668,361,790
09/09/2020,15/09/2020,Maafushi,Male,Portico,Cremont,1207,237652,86939516,71465676,450230,2715918,230,304
09/09/2020,15/09/2020,Maafushi,Maafushi,Portico,Portico,1207,237652,217595674,86816396,10781118,13415044,227,69
09/09/2020,15/09/2020,Maafushi,Naifaru,Portico,Metromic,1207,237652,202609889,166147535,14348092,15839212,124,376
09/09/2020,15/09/2020,Maafushi,Baros,Portico,Stonewall,1207,237652,224050502,164730204,9700020,13393658,182,326
09/09/2020,15/09/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1207,237652,66448435,215978948,979559,15751766,118,627
09/09/2020,15/09/2020,Naifaru,Male,Metromic,Cremont,881,296582,108423806,92619375,15085199,19344726,321,363
09/09/2020,15/09/2020,Naifaru,Maafushi,Metromic,Portico,881,296582,226812095,202323452,13369532,4249065,444,6
09/09/2020,15/09/2020,Naifaru,Naifaru,Metromic,Metromic,881,296582,183255741,30797796,13163014,17157156,349,739
09/09/2020,15/09/2020,Naifaru,Baros,Metromic,Stonewall,881,296582,201249068,213786561,458192,14980927,10,606
09/09/2020,15/09/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,881,296582,180701028,19570459,17304065,19422414,423,504
09/09/2020,15/09/2020,Baros,Male,Stonewall,Cremont,455,12500,1061719,133073165,15335866,7558530,452,720
09/09/2020,15/09/2020,Baros,Maafushi,Stonewall,Portico,455,12500,191980971,87508923,18853232,5418695,53,866
09/09/2020,15/09/2020,Baros,Naifaru,Stonewall,Metromic,455,12500,105128973,1591590,2900511,10539774,393,209
09/09/2020,15/09/2020,Baros,Baros,Stonewall,Stonewall,455,12500,110288503,200122451,16304518,9286150,15,677
09/09/2020,15/09/2020,Baros,Fuvahmulah,Stonewall,Seabrook,455,12500,74079589,110756405,7508016,14896607,465,727
09/09/2020,15/09/2020,Fuvahmulah,Male,Seabrook,Cremont,1609,46426,144881765,142453221,4669910,8307596,73,686
09/09/2020,15/09/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1609,46426,113954481,152100054,16102919,3790050,328,296
09/09/2020,15/09/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1609,46426,79094424,65916408,4038287,2341098,349,881
09/09/2020,15/09/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1609,46426,227247640,106011114,1113866,6155145,429,821
09/09/2020,15/09/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1609,46426,39864254,166997661,132737,7676690,492,810
16/09/2020,22/09/2020,Male,Male,Cremont,Cremont,1003,257030,88550457,170871169,3814734,19121208,466,93
16/09/2020,22/09/2020,Male,Maafushi,Cremont,Portico,1003,257030,101686769,1406549,581235,13388751,228,650
16/09/2020,22/09/2020,Male,Naifaru,Cremont,Metromic,1003,257030,239326711,146804399,11012152,10013110,467,19
16/09/2020,22/09/2020,Male,Baros,Cremont,Stonewall,1003,257030,183585439,77375764,18773178,5023480,465,604
16/09/2020,22/09/2020,Male,Fuvahmulah,Cremont,Seabrook,1003,257030,6842459,15603232,4975593,11877733,142,633
16/09/2020,22/09/2020,Maafushi,Male,Portico,Cremont,253,381104,113669230,168495127,6602844,12731069,474,548
16/09/2020,22/09/2020,Maafushi,Maafushi,Portico,Portico,253,381104,178496681,220020143,6024577,9557436,182,373
16/09/2020,22/09/2020,Maafushi,Naifaru,Portico,Metromic,253,381104,162443953,53159270,19905271,12117994,92,316
16/09/2020,22/09/2020,Maafushi,Baros,Portico,Stonewall,253,381104,153968316,206038891,2088006,13999947,349,488
16/09/2020,22/09/2020,Maafushi,Fuvahmulah,Portico,Seabrook,253,381104,93306844,173636674,16843728,15550454,54,32
16/09/2020,22/09/2020,Naifaru,Male,Metromic,Cremont,1524,112780,167998643,4816539,2005152,7573754,397,463
16/09/2020,22/09/2020,Naifaru,Maafushi,Metromic,Portico,1524,112780,49909302,213027120,18196448,7685993,269,281
16/09/2020,22/09/2020,Naifaru,Naifaru,Metromic,Metromic,1524,112780,158251253,237322201,4742979,8008694,443,887
16/09/2020,22/09/2020,Naifaru,Baros,Metromic,Stonewall,1524,112780,250747748,11456467,6251623,1123386,301,227
16/09/2020,22/09/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1524,112780,67233475,163007171,18678353,7151877,342,225
16/09/2020,22/09/2020,Baros,Male,Stonewall,Cremont,239,385455,170988211,234315169,1923720,15203420,138,867
16/09/2020,22/09/2020,Baros,Maafushi,Stonewall,Portico,239,385455,6833375,161218746,9291362,15183640,21,599
16/09/2020,22/09/2020,Baros,Naifaru,Stonewall,Metromic,239,385455,224851281,113661782,10070183,699789,61,144
16/09/2020,22/09/2020,Baros,Baros,Stonewall,Stonewall,239,385455,146988216,27285977,5088121,8795638,436,700
16/09/2020,22/09/2020,Baros,Fuvahmulah,Stonewall,Seabrook,239,385455,170274344,48598677,17110352,12277909,17,739
16/09/2020,22/09/2020,Fuvahmulah,Male,Seabrook,Cremont,783,400670,23522451,129652791,1663982,3973078,456,261
16/09/2020,22/09/2020,Fuvahmulah,Maafushi,Seabrook,Portico,783,400670,16312617,242211434,12793581,3394569,48,353
16/09/2020,22/09/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,783,400670,188335926,127035779,19056325,78443,19,497
16/09/2020,22/09/2020,Fuvahmulah,Baros,Seabrook,Stonewall,783,400670,184088877,40041656,10268026,8140520,54,304
16/09/2020,22/09/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,783,400670,67367137,172777225,3166455,10963588,147,257
23/09/2020,29/09/2020,Male,Male,Cremont,Cremont,474,93957,208115739,137448638,17668112,5623165,82,104
23/09/2020,29/09/2020,Male,Maafushi,Cremont,Portico,474,93957,200883498,205947327,1457399,10879901,115,542
23/09/2020,29/09/2020,Male,Naifaru,Cremont,Metromic,474,93957,22002591,239754657,10816174,4149301,192,55
23/09/2020,29/09/2020,Male,Baros,Cremont,Stonewall,474,93957,6005117,76810256,90947,11656194,395,777
23/09/2020,29/09/2020,Male,Fuvahmulah,Cremont,Seabrook,474,93957,55560036,27621118,18798568,5661109,360,828
23/09/2020,29/09/2020,Maafushi,Male,Portico,Cremont,1452,227552,9955266,33183483,17647706,5368923,487,673
23/09/2020,29/09/2020,Maafushi,Maafushi,Portico,Portico,1452,227552,125591289,53501866,546710,6521706,62,735
23/09/2020,29/09/2020,Maafushi,Naifaru,Portico,Metromic,1452,227552,110729046,177836788,19901717,5693591,471,60
23/09/2020,29/09/2020,Maafushi,Baros,Portico,Stonewall,1452,227552,212817698,87348679,4094268,9197260,138,289
23/09/2020,29/09/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1452,227552,148667712,243031352,5425321,314763,283,753
23/09/2020,29/09/2020,Naifaru,Male,Metromic,Cremont,1654,4073,242216025,103423067,7339841,2712490,238,615
23/09/2020,29/09/2020,Naifaru,Maafushi,Metromic,Portico,1654,4073,1822155,175976644,14768354,9938836,23,150
23/09/2020,29/09/2020,Naifaru,Naifaru,Metromic,Metromic,1654,4073,98249581,200476152,5636574,19128920,23,684
23/09/2020,29/09/2020,Naifaru,Baros,Metromic,Stonewall,1654,4073,121114661,30281101,3191873,4131706,211,781
23/09/2020,29/09/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1654,4073,232358583,14820766,11001493,13721179,288,317
23/09/2020,29/09/2020,Baros,Male,Stonewall,Cremont,600,294341,162270788,102788804,16542973,13640182,36,706
23/09/2020,29/09/2020,Baros,Maafushi,Stonewall,Portico,600,294341,25641381,130124899,13460315,8122035,345,538
23/09/2020,29/09/2020,Baros,Naifaru,Stonewall,Metromic,600,294341,85307791,117844640,16897676,14690225,65,462
23/09/2020,29/09/2020,Baros,Baros,Stonewall,Stonewall,600,294341,139041641,251891690,15295487,3632272,441,872
23/09/2020,29/09/2020,Baros,Fuvahmulah,Stonewall,Seabrook,600,294341,59210141,133262192,17075274,5709347,345,575
23/09/2020,29/09/2020,Fuvahmulah,Male,Seabrook,Cremont,629,449494,181498207,56916624,15976046,6310310,158,180
23/09/2020,29/09/2020,Fuvahmulah,Maafushi,Seabrook,Portico,629,449494,4550555,225715461,13424233,17475768,60,194
23/09/2020,29/09/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,629,449494,34695101,177324286,19119158,1914708,290,675
23/09/2020,29/09/2020,Fuvahmulah,Baros,Seabrook,Stonewall,629,449494,201309205,163116935,4053200,19153639,271,193
23/09/2020,29/09/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,629,449494,91800106,26538435,13930240,7660002,268,253
30/09/2020,06/10/2020,Male,Male,Cremont,Cremont,182,324229,44831471,152326901,15343882,7718293,131,139
30/09/2020,06/10/2020,Male,Maafushi,Cremont,Portico,182,324229,151167790,92459631,7241770,12353122,381,501
30/09/2020,06/10/2020,Male,Naifaru,Cremont,Metromic,182,324229,49863442,15309405,18098217,12991043,346,707
30/09/2020,06/10/2020,Male,Baros,Cremont,Stonewall,182,324229,110188836,144779067,13260614,1896678,319,806
30/09/2020,06/10/2020,Male,Fuvahmulah,Cremont,Seabrook,182,324229,152029137,127336727,8649283,8446114,276,578
30/09/2020,06/10/2020,Maafushi,Male,Portico,Cremont,198,259873,160518281,251076416,16172162,2675082,485,875
30/09/2020,06/10/2020,Maafushi,Maafushi,Portico,Portico,198,259873,18227886,126686659,7018577,5120025,178,464
30/09/2020,06/10/2020,Maafushi,Naifaru,Portico,Metromic,198,259873,168643214,161776831,7904060,14308462,282,756
30/09/2020,06/10/2020,Maafushi,Baros,Portico,Stonewall,198,259873,74793141,220418765,12137692,14552035,65,315
30/09/2020,06/10/2020,Maafushi,Fuvahmulah,Portico,Seabrook,198,259873,52223624,51465890,7945939,9378256,60,762
30/09/2020,06/10/2020,Naifaru,Male,Metromic,Cremont,92,445653,25688602,38932425,15158412,12916380,199,885
30/09/2020,06/10/2020,Naifaru,Maafushi,Metromic,Portico,92,445653,189036706,77340065,2788238,980661,14,829
30/09/2020,06/10/2020,Naifaru,Naifaru,Metromic,Metromic,92,445653,28462400,241611656,10057439,17418679,341,615
30/09/2020,06/10/2020,Naifaru,Baros,Metromic,Stonewall,92,445653,231711216,49029289,769682,8234020,134,230
30/09/2020,06/10/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,92,445653,211373660,41979247,6552620,16455089,32,255
30/09/2020,06/10/2020,Baros,Male,Stonewall,Cremont,1198,116893,228859034,28634780,15150060,1073589,29,489
30/09/2020,06/10/2020,Baros,Maafushi,Stonewall,Portico,1198,116893,78418579,55214543,19512882,12423894,450,826
